用户id,用户名,评论时间,IP地址,评论内容,点赞数量,aweme_id,scores,segmented
2817427331091324,CaeSar,2025.10.08,新疆,感觉这个都没有作者快呀,1,7549791357377334538,0.847059785800359,感觉 都 作者 快
1937790561160839,小时,2025.10.08,广东,[捂脸],0,7549791357377334538,0.04529741529974518,[ 捂脸 ]
82675401443,食铁兽,2025.10.08,辽宁,有点想哕[吐],0,7549791357377334538,0.22943007322781783,想 哕 [ 吐 ]
2447989942517948,86425,2025.10.08,广东,爽！哪吒2就是好看！,0,7549791357377334538,0.9440191887705534,爽 ！ 哪吒 2 好看 ！
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
3360528796230015,🐉龙上缘🐉,2025.10.08,天津,[微笑],0,7549791357377334538,0.7608695652173911,[ 微笑 ]
92017519931,信.,2025.10.08,山东,[图片表情],0,7549791357377334538,0.6533798506251355,[ 图片 表情 ]
3314367994530155,1289,2025.10.08,河南,@[看],1,7549791357377334538,0.8650797743050489,@ [ 看 ]
4048828092652804,哒酚琦,2025.10.07,江苏,有这个片段吗[微笑],3,7549791357377334538,0.9524988678159486,片段 [ 微笑 ]
3371519325009831,贝利亚,2025.10.07,吉林,,1,7549791357377334538,0.5,nan
1670902362943758,白荼,2025.10.07,江苏,行[抱抱你],2,7549791357377334538,0.7671556142390689,行 [ 抱抱 ]
3010937043564188,艾拉古城,2025.10.07,安徽,那我要再长按屏幕呢[看],0,7549791357377334538,0.503894007912647,再 长 屏幕 [ 看 ]
109596111334,5.00am,2025.10.07,山东,完了眨一眼都跟不上,1,7549791357377334538,0.8417531280979687,完 眨 一眼 都 跟不上
1099110619810493,单,2025.10.07,广西,哪吒2我去电影院看完了,0,7549791357377334538,0.7216115307165382,哪吒 2 去 电影院 看 完
657973765742651,79483564767,2025.10.07,广东,谁懂啊？这他520倍速拿你再加个三倍速是什么体验？,0,7549791357377334538,0.1408931227315624,懂 ？ 520 倍速 再 加个 三倍 速是 体验 ？
3428710781818713,咖啡豆的小稻米Amy哈迷爱吃曲琦,2025.10.07,湖北,看了又好像没看[捂脸],1,7549791357377334538,0.025765413323880826,看 好像 没 看 [ 捂脸 ]
1672801145065371,苏郁,2025.10.07,湖南,[666][666][666],0,7549791357377334538,0.44767845850986676,[ 666 ] [ 666 ] [ 666 ]
335798681733488,浩 轩,2025.10.07,甘肃,扎个眼的功夫就看了3分之一[捂脸],1,7549791357377334538,0.033361376851133495,扎个 眼 功夫 看 3 分 [ 捂脸 ]
3098874138341517,枭,2025.10.07,河北,你好,0,7549791357377334538,0.5312500000000001,你好
457873991932397,0585,2025.10.07,江西,用三倍速开的话 没有什么变化,0,7549791357377334538,0.4206930232538588,三倍 速开   变化
4177754606535456,wytandsx,2025.10.07,重庆,6,0,7549791357377334538,0.38994800693240883,6
741546001464228,灰太狼大王万岁         🇻,2025.10.07,河南,三倍用1500倍速看的,1,7549791357377334538,0.04676735363432305,三倍 1500 倍速 看
2735193958908221,归来,2025.10.07,辽宁,你们截到的是哪一个画面呢？[憨笑],2,7549791357377334538,0.39589353860088017,截到 一个 画面 ？ [ 憨笑 ]
855858625658083,拾忆*,2025.10.08,甘肃,囊囊囊[猪头],0,7549791357377334538,0.951697052079752,囊囊 囊 [ 猪头 ]
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
1082340377628112,祈年,2025.10.08,河北,@♛ 这样就能看完啦[图片表情],1,7549791357377334538,0.9455898312160644,@ ♛   看 完 [ 图片 表情 ]
2940547972474920,困在回忆里,2025.10.08,河南,谁能截到哪吒破鼎那个照片那你真的是这个[赞][憨笑],0,7549791357377334538,0.915431799595806,截到 哪吒 破鼎 照片 真的 [ 赞 ] [ 憨笑 ]
2953748263997130,不知道,2025.10.08,山西,1560倍的太好看了[机智],0,7549791357377334538,0.8812493465453244,1560 倍 太 好看 [ 机智 ]
3490271309871507,池郁.,2025.10.08,河南,我避 他锋芒？,0,7549791357377334538,0.5294947133879233,我避   锋芒 ？
3090053475338464,绘画大师,2025.10.08,吉林,换成三倍，笑死我了,0,7549791357377334538,0.15197838000225272,换成 三倍 ， 笑 死
4453496029983448,结冰的誓言,2025.10.08,辽宁,慢放一百倍就全是图片了,4,7549791357377334538,0.4149391463990063,慢放 一百倍 全是 图片
108671227964,霸气过头,2025.10.08,吉林,@[图片表情],0,7549791357377334538,0.8945741089785151,@ [ 图片 表情 ]
2104940955969785,逝岸,2025.10.08,江西,根深蒂固[钱],0,7549791357377334538,0.27757273361120205,根深蒂固 [ 钱 ]
2817427331091324,CaeSar,2025.10.08,新疆,感觉这个都没有作者快呀,1,7549791357377334538,0.847059785800359,感觉 都 作者 快
1937790561160839,小时,2025.10.08,广东,[捂脸],0,7549791357377334538,0.04529741529974518,[ 捂脸 ]
82675401443,食铁兽,2025.10.08,辽宁,有点想哕[吐],0,7549791357377334538,0.22943007322781783,想 哕 [ 吐 ]
914387476425774,春天杀了,2025.10.08,福建,观后感太刀了。,0,7549791357377334538,0.7947407833496128,观后感 太刀 。
2390797998642986,下雨天,2025.10.08,广东,不敢眨眼睛[图片表情],0,7549791357377334538,0.7976306359454941,眨眼睛 [ 图片 表情 ]
3276963426076392,夕,2025.10.08,河南,520倍，也就是一秒等于520秒，也就是8分多钟,0,7549791357377334538,0.33694851874740406,520 倍 ， 一秒 等于 520 秒 ， 8 分多钟
2447989942517948,86425,2025.10.08,广东,爽！哪吒2就是好看！,0,7549791357377334538,0.9440191887705534,爽 ！ 哪吒 2 好看 ！
3360528796230015,🐉龙上缘🐉,2025.10.08,天津,[微笑],0,7549791357377334538,0.7608695652173911,[ 微笑 ]
67631319970,竹一一,2025.10.08,四川,跟一个,1,7549791357377334538,0.5047599337748345,一个
3314367994530155,1289,2025.10.08,河南,@[看],1,7549791357377334538,0.8650797743050489,@ [ 看 ]
3371519325009831,贝利亚,2025.10.07,吉林,,1,7549791357377334538,0.5,nan
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
1670902362943758,白荼,2025.10.07,江苏,行[抱抱你],2,7549791357377334538,0.7671556142390689,行 [ 抱抱 ]
3010937043564188,艾拉古城,2025.10.07,安徽,那我要再长按屏幕呢[看],0,7549791357377334538,0.503894007912647,再 长 屏幕 [ 看 ]
1657702858367067,往后余生都好,2025.10.07,山东,what's this?,0,7549791357377334538,0.012349739419255323,' s  
109596111334,5.00am,2025.10.07,山东,完了眨一眼都跟不上,1,7549791357377334538,0.8417531280979687,完 眨 一眼 都 跟不上
1099110619810493,单,2025.10.07,广西,哪吒2我去电影院看完了,0,7549791357377334538,0.7216115307165382,哪吒 2 去 电影院 看 完
657973765742651,79483564767,2025.10.07,广东,谁懂啊？这他520倍速拿你再加个三倍速是什么体验？,0,7549791357377334538,0.1408931227315624,懂 ？ 520 倍速 再 加个 三倍 速是 体验 ？
2032313330836335,在不在不在,2025.10.08,河北,[图片表情],1,7549791357377334538,0.6533798506251355,[ 图片 表情 ]
3428710781818713,咖啡豆的小稻米Amy哈迷爱吃曲琦,2025.10.07,湖北,看了又好像没看[捂脸],1,7549791357377334538,0.025765413323880826,看 好像 没 看 [ 捂脸 ]
1672801145065371,苏郁,2025.10.07,湖南,[666][666][666],0,7549791357377334538,0.44767845850986676,[ 666 ] [ 666 ] [ 666 ]
335798681733488,浩 轩,2025.10.07,甘肃,扎个眼的功夫就看了3分之一[捂脸],1,7549791357377334538,0.033361376851133495,扎个 眼 功夫 看 3 分 [ 捂脸 ]
3098874138341517,枭,2025.10.07,河北,你好,0,7549791357377334538,0.5312500000000001,你好
457873991932397,0585,2025.10.07,江西,用三倍速开的话 没有什么变化,0,7549791357377334538,0.4206930232538588,三倍 速开   变化
4177754606535456,wytandsx,2025.10.07,重庆,6,0,7549791357377334538,0.38994800693240883,6
741546001464228,灰太狼大王万岁         🇻,2025.10.07,河南,三倍用1500倍速看的,1,7549791357377334538,0.04676735363432305,三倍 1500 倍速 看
2735193958908221,归来,2025.10.07,辽宁,你们截到的是哪一个画面呢？[憨笑],2,7549791357377334538,0.39589353860088017,截到 一个 画面 ？ [ 憨笑 ]
1563946344254084,用户174144007321,2025.10.07,河南,,3,7549791357377334538,0.5,nan
457001954716686,🐾,2025.10.07,河北,一秒进黑夜模式啊,0,7549791357377334538,0.7030654787529299,一秒 进 黑夜 模式
4258821773731035,繁星幽梦,2025.10.07,江西,@Dime 请你看哪吒2,1,7549791357377334538,0.7163289210750271,@ Dime   请 看 哪吒 2
3496045897325528,酒空人已醉,2025.10.07,四川,？？？？,0,7549791357377334538,0.5262327818078083,？ ？ ？ ？
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
1011197705198696,小然子,2025.10.07,湖北,1560倍,0,7549791357377334538,0.5294947133879233,1560 倍
886681727941881,😁,2025.10.07,广东,使用3倍速获得1560倍速的哪吒二[强],1,7549791357377334538,0.4563073724561374,3 倍速 1560 倍速 哪吒 二 [ 强 ]
974610019134761,轩哥,2025.10.07,湖南,这个放慢你就可以看哪咤2还是免费的勒。,1,7549791357377334538,0.8349504676334214,放慢 就可以看 哪咤 2 免费 勒 。
92604819970,甜蜜蜂蜜,2025.10.07,北京,如果 在二倍快进的话会怎么样？变成1040倍速。,1,7549791357377334538,0.4060506144828282,  二倍 快进 会 ？ 1040 倍速 。
587586240251065,性感公蟑螂,2025.10.07,四川,666眨下眼睛大结局了，,2,7549791357377334538,0.9877576361014814,666 眨下 眼睛 大结局 ，
303111171480947,突破自己，未来可期,2025.10.07,河北,@,0,7549791357377334538,0.8333333333333333,@
92017519931,信.,2025.10.08,山东,[图片表情],0,7549791357377334538,0.6533798506251355,[ 图片 表情 ]
108210731674,遥远的救世主,2025.10.07,上海,"下次能开1,000,000,000,000倍速看城塘观吗？",0,7549791357377334538,0.23708428727223618,"下次 能开 1 , 000 , 000 , 000 , 000 倍速 看城塘观 ？"
4347889145362125,哪嘟通,2025.10.07,湖南,[666][666][666],0,7549791357377334538,0.44767845850986676,[ 666 ] [ 666 ] [ 666 ]
2502915293199575,ying,2025.10.07,广西,再用一下二倍速。,0,7549791357377334538,0.2584276556277797,再用 二 倍速 。
51477377347,樱桃大丸子,2025.10.07,湖南,520倍速看哪咤2再开三倍速,0,7549791357377334538,0.03801847249311541,520 倍速 看 哪咤 2 再开 三倍 速
3745398439554665,不迷路,2025.10.07,四川,随手一截看到了谁的丑照？,0,7549791357377334538,0.2863138561068753,随手 截 丑照 ？
2698660853326410,用户2326979662013,2025.10.07,河北,好慢啊。再快点行不啊？,1,7549791357377334538,0.11080365611528253,好慢 。 再 快点 行 不 ？
1280289596515488,叶凡(三角洲跑刀),2025.10.07,广西,你等我捋一下,0,7549791357377334538,0.5,捋
2625263671985998,∴′,2025.10.07,安徽,正确来讲只要几秒。,0,7549791357377334538,0.9388526372549143,正确 来讲 几秒 。
99416061411,夜猫子@,2025.10.07,广东,这就是1400倍吗？,0,7549791357377334538,0.5294947133879233,1400 倍 ？
1622514215688220,思琪奶奶,2025.10.07,安徽,啥也没听见，只听见呱啦呱啦的声音,2,7549791357377334538,0.07002665539204667,没 听见 ， 只 听见 呱 呱 声音
967991494448959,最熟悉的陌生人,2025.10.07,江苏,我还加了两倍数[捂脸],0,7549791357377334538,0.03138691700319729,还 加 两 倍数 [ 捂脸 ]
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
2446851642235796,exclusive,2025.10.07,江西,我再加一个两倍数呢[捂脸],0,7549791357377334538,0.015230386598458323,再加 一个 两 倍数 [ 捂脸 ]
3650829042846750,砵兰街街道办,2025.10.07,广东,是谁敢？ 调到3．x,0,7549791357377334538,0.11902956301730427,敢 ？   调到 3 ． x
1883904525994712,不会困,2025.10.07,重庆,有……有点快了吧[图片表情],0,7549791357377334538,0.7268836732968521,… … 快 [ 图片 表情 ]
99033818799,XYIL,2025.10.07,湖北,快也没用[憨笑],3,7549791357377334538,0.48422306128169235,快 没用 [ 憨笑 ]
2663477228871280,罗兰罗朗德,2025.10.07,河南,那我再来一个二倍。1040倍！,0,7549791357377334538,0.38641368923593844,再来一个 二倍 。 1040 倍 ！
4248165886465112,^Beautyの妤蒽^💤,2025.10.07,河南,[钱],2,7549791357377334538,0.2991169977924947,[ 钱 ]
7472360159096882236,行可以,2025.10.07,河南,二倍速就是一千零四十倍速，所以我是一千零四十倍速看完的[捂脸],0,7549791357377334538,0.03272403454171613,二 倍速 一千 零 四十倍 速 ， 一千 零 四十倍 速看 完 [ 捂脸 ]
98680520280,@你,2025.10.07,江西,谁能帮我剪一下？,1,7549791357377334538,0.6270760880208514,帮 剪 ？
93301115219,上雕的蛋仔日常,2025.10.07,安徽,[图片表情],0,7549791357377334538,0.6533798506251355,[ 图片 表情 ]
1139541595391182,记录明夜浪漫,2025.10.07,江西,谁懂我还按着倍速不松手,0,7549791357377334538,0.6470569906519184,懂 还 按着 倍速 不 松手
664554606169831,落阳,2025.10.07,河北,我调成慢速，是不是就能看全片了？,2,7549791357377334538,0.07192846101275496,调成 慢速 ， 看 全片 ？
1744242035931486,泪碎,2025.10.07,广东,开三倍更快。,0,7549791357377334538,0.6069228672929763,开 三倍 更 快 。
1785209230986860,用户7893124512235,2025.10.07,江西,我看完了，再快一点,0,7549791357377334538,0.7403038934444185,看 完 ， 再 快 一点
98052132764,一壶 老酒,2025.10.07,湖南,啊。,0,7549791357377334538,0.5262327818078083,。
1280289596515488,叶凡(三角洲跑刀),2025.10.07,广西,勉强看得清 但脑子有点乱乱的,0,7549791357377334538,0.5841159124245001,勉强 看得清   脑子 乱乱的
4169805672746030,张雪凤🇨🇳,2025.10.07,江西,520加三倍速是一种什么样的体验[图片表情],0,7549791357377334538,0.7023841962970934,520 加 三倍 速是 一种 体验 [ 图片 表情 ]
111176169946,宇智波佐助［须助能乎］,2025.10.07,河南,看明白了居然，还是太慢了老铁,0,7549791357377334538,0.13523187054357078,看 明白 居然 ， 太慢 老铁
3046104490051227,佰冥,2025.10.07,贵州,好像啥都看到了好像啥都没看到,0,7549791357377334538,0.2403839282108179,好像 都 好像 都 没
3116488248795544,阗寒,2025.10.07,河南,不好意思，我是1040,0,7549791357377334538,0.39328332640132546,不好意思 ， 1040
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
2199476646197416,一只屑德🇩🇪,2025.10.07,浙江,冷知识 你可以把视频录下来 然后再放慢520倍[憨笑],0,7549791357377334538,0.7074617899387993,冷 知识   视频 录下来   再 放慢 520 倍 [ 憨笑 ]
80190899249,、  浩贤  、,2025.10.07,河南,谢谢主播[图片表情],0,7549791357377334538,0.6931852577467218,谢谢 主播 [ 图片 表情 ]
593368150982460,独角兽的日常,2025.10.07,广西,,0,7549791357377334538,0.5,nan
1191503123719771,张茜妮,2025.10.07,河北,你们为什么点赞？,0,7549791357377334538,0.886305659830214,点赞 ？
4328113474649646,我是小艾呀,2025.10.07,陕西,啊想起来了，我全想起来了,0,7549791357377334538,0.5180297910986704,想 ， 全想
4229153525599731,捣蛋鬼,2025.10.07,浙江,想要1314倍速,0,7549791357377334538,0.38358080984105825,想要 1314 倍速
1996368240183176,用户9258444784833,2025.10.07,山东,,0,7549791357377334538,0.5,nan
295105616413407,໑ຼₒ₂₄ღ᭄吴🕊꧔ꦿ᭄💞,2025.10.07,湖北,之前看了一个老鼠叫，然后又看到了一个哪吒版老鼠叫,1,7549791357377334538,0.28851466516715696,看 一个 老鼠 ， 一个 哪吒 版 老鼠
294259932543534,安少,2025.10.07,广西,六,0,7549791357377334538,0.56,六
102916492874,……,2025.10.07,山东,那我看520遍，不就相当于看了完整版吗？,0,7549791357377334538,0.9121159509122865,看 520 遍 ， 不 相当于 看 完整版 ？
105448159968,洲洲,2025.10.07,山东,可以看完整版了,0,7549791357377334538,0.8628033120680265,看 完整版
99965449180,蚊子,2025.10.07,福建,为什么这么慢？(・◇・),4,7549791357377334538,0.2857305621620485,慢 ？ ( ・ ◇ ・ )
105413824190,嘟嘟嘟嘟,2025.10.07,江苏,,1,7549791357377334538,0.5,nan
376490616689843,为什么不出爱丽丝！,2025.10.07,河北,还不够快,1,7549791357377334538,0.7545412558889149,还 快
105714970239,水豚汉堡包（有时候不在线）,2025.10.07,广西,如果我再给你加个二倍速呢？,1,7549791357377334538,0.19048427285770853,再 加个 二 倍速 ？
2840737471800836,用户2303736182182,2025.10.07,湖南,看完还有一些。,1,7549791357377334538,0.7164608636766688,看 完 。
3164837899939840,离尽春,2025.10.07,陕西,魔丸啊,1,7549791357377334538,0.5,魔丸
7459003053137986620,烬,2025.10.07,内蒙古,又开了二倍速的我[图片表情],3,7549791357377334538,0.3250774372646611,开 二 倍速 [ 图片 表情 ]
3479329551163677,大粪琦,2025.10.06,江西,我感觉作者是挑好多个图放在上面，然后开剪的,2,7549791357377334538,0.9033091177011477,感觉 作者 挑 好多个 图 放在 ， 开剪
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
77497219719,南序忆,2025.10.06,山东,放慢 520倍，是不是就能看[钱],1,7549791357377334538,0.33297831439301107,放慢   520 倍 ， 看 [ 钱 ]
69262467915,拆-小南风,2025.10.06,北京,一个不小心就截到了[杀马特],7,7549791357377334538,0.09125316310570475,一个 不 小心 截到 [ 杀马特 ]
7397093590733751353,和平精英蛋牛,2025.10.06,陕西,太慢了,1,7549791357377334538,0.20550622225045778,太慢
4296520871453419,琳姐姐的软装宝典,2025.10.06,云南,再调成三倍。,1,7549791357377334538,0.11711820416304031,再 调成 三倍 。
2652475231316158,小唧唧,2025.10.06,河北,一下直接截到破鼎,1,7549791357377334538,0.3642389471158839,截到 破鼎
105474773941,山高水长,2025.10.06,河北,时间过得真快，没到10秒钟了，已经看完一遍哪咤了。,2,7549791357377334538,0.9338631917252013,时间 过得 真快 ， 没到 10 秒钟 ， 看 完 一遍 哪咤 。
83773434924,why？,2025.10.06,黑龙江,随手,1,7549791357377334538,0.4374999999999999,随手
4190956687729764,库洛米。,2025.10.06,湖北,眨一下眼睛里不知道会错过多少片,2,7549791357377334538,0.856418709687122,眨 眼睛 里 不 会 错过 片
105448159968,洲洲,2025.10.07,山东,那你就看富520倍数,0,7549791357377334538,0.44767845850986676,看富 520 倍数
4110446880634512,用户4604476767686,2025.10.06,湖南,此时再加上2倍速,5,7549791357377334538,0.17839001237561902,再 加上 2 倍速
3878701280791662,泰莉,2025.10.06,安徽,那我再加大两倍，速不就是10400倍了吗？,3,7549791357377334538,0.08806578190216985,再 加大 两倍 ， 速 不 10400 倍 ？
2852548087136131,开凿酷尼,2025.10.06,青海,这是二刷吗？我的大脑好疼,1,7549791357377334538,0.18817218164746308,这是 二刷 ？ 大脑 好 疼
101387852421,Vivi369,2025.10.06,山东,我1560倍看,4,7549791357377334538,0.5906894167519545,1560 倍 看
102582358146,雷威功,2025.10.06,青海,6,1,7549791357377334538,0.38994800693240883,6
2570006840489847,微风聊动漫,2025.10.06,浙江,最慢的是倒计时[玉兔],1,7549791357377334538,0.9860123770595531,最慢 倒计时 [ 玉兔 ]
99588852032,是夏夏啊~,2025.10.06,福建,我慢放520倍，你不炸了吗？,3,7549791357377334538,0.19003435825252124,慢放 520 倍 ， 不炸 ？
51623945030,៚᭄余ॣ生🍓࿐ᩚ,2025.10.06,江苏,我还开了倍速,1,7549791357377334538,0.28727808591285886,还 开 倍速
1823440103278891,🫧 F～T☆,2025.10.06,江苏,太慢了,1,7549791357377334538,0.20550622225045778,太慢
1823440103278891,🫧 F～T☆,2025.10.06,江苏,太慢了,1,7549791357377334538,0.20550622225045778,太慢
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
105510550426,王者荣耀我...,2025.10.06,河南,我又开了个三倍速。,1,7549791357377334538,0.18929579167574218,开了个 三倍 速 。
2925123657533347,赫赫,2025.10.06,上海,再开三倍速屏幕都反应不过来,1,7549791357377334538,0.0743308181560326,再开 三倍 速 屏幕 都 不
1813566704856346,你的秘密,2025.10.06,云南,没反应过来就看完了,0,7549791357377334538,0.554757602019622,没 看 完
3069442572432808,❄️,2025.10.06,河北,嗯对二刷了,3,7549791357377334538,0.5,二刷
2994700128616556,不玩王 等 15.6w人,2025.10.06,湖北,那我要是放慢520倍是不是相当于看了一集哪吒[思考],2,7549791357377334538,0.9848994643784387,放慢 520 倍 相当于 看 一集 哪吒 [ 思考 ]
3038704843623896,黎初,2025.10.06,河南,再加上自己的3倍呢,1,7549791357377334538,0.3534768515695057,再 加上 3 倍
2049911994202336,지겹다.,2025.10.06,贵州,还是太慢了，下次能不能弄一个1314倍[呲牙],4,7549791357377334538,0.10383581351508997,太慢 ， 下次 弄 一个 1314 倍 [ 呲 牙 ]
2564523815081342,沐曦,2025.10.06,河南,如果再开倍速呢,3,7549791357377334538,0.17331765330704085,再开 倍速
3116439377807982,槲,2025.10.06,广东,那我买的电影票可以退吗,2,7549791357377334538,0.19487382015036725,买 电影票 退
3795936972645006,小鱼感,2025.10.06,新疆,我长按就是1040倍[捂脸][捂脸][捂脸][捂脸][图片表情],2,7549791357377334538,7.688593667287691e-06,我长 1040 倍 [ 捂脸 ] [ 捂脸 ] [ 捂脸 ] [ 捂脸 ] [ 图片 表情 ]
95988136009,烟花易泠.,2025.10.06,河南,@FilW²⁵ 太好看了,1,7549791357377334538,0.792435883853585,@ FilW ² ⁵   太 好看
69883974296,彦章空间设计,2025.10.06,内蒙古,截到这里就很难过,1,7549791357377334538,0.7612558636460512,截到 很 难过
94093149372,不畏将来，不念过往,2025.10.06,福建,,2,7549791357377334538,0.5,nan
3582627850229491,<>,2025.10.06,安徽,我不行了[抱抱你],3,7549791357377334538,0.4891342927936476,不行 [ 抱抱 ]
3175842530210323,我爱吃白马,2025.10.05,陕西,太慢了 我再开个3倍,1,7549791357377334538,0.059850192038889194,太慢   再 开个 3 倍
4072195532535248,咩,2025.10.06,重庆,[图片表情],1,7549791357377334538,0.6533798506251355,[ 图片 表情 ]
466669098764157,007柒,2025.10.05,四川,其实是1040倍速,1,7549791357377334538,0.3666704608480681,1040 倍速
610980094021291,用户9831345022083,2025.10.05,河北,现在我也是看过哪吒二的人了[捂脸][捂脸],1,7549791357377334538,0.00713139094423898,看过 哪吒 二 人 [ 捂脸 ] [ 捂脸 ]
3150521713044858,卡密,2025.10.05,河北,一小时可以看几遍[尬笑][尬笑][尬笑],2,7549791357377334538,0.9588769714719456,小时 看 几遍 [ 尬 笑 ] [ 尬 笑 ] [ 尬 笑 ]
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
66211990944,YJIE.,2025.10.05,广东,我以为给我看的哪吒2这个[杀马特][图片表情],1,7549791357377334538,0.7618688798795638,看 哪吒 2 [ 杀马特 ] [ 图片 表情 ]
2217035128650731,莉莉,2025.10.05,四川,感觉一瞬间看到了好多重要的信息,1,7549791357377334538,0.9491620998434728,感觉 一瞬间 好多 信息
100273428314,菇凉,2025.10.05,江苏,你再开个三倍速,1,7549791357377334538,0.14681464943884492,再 开个 三倍 速
580175041668024,bb.,2025.10.05,河北,en,4,7549791357377334538,0.5,en
1719233729268119,4.05,2025.10.05,河北,[看],11,7549791357377334538,0.5875212430201505,[ 看 ]
3115355191906567,雨恋,2025.10.05,重庆,再加个三倍速呢[抠鼻],1,7549791357377334538,0.03566692807959004,再 加个 三倍 速 [ 抠 鼻 ]
1939995205575790,夏雨真芙了,2025.10.05,江苏,根深蒂固！,2,7549791357377334538,0.5,根深蒂固 ！
1585962677713111,酔快.,2025.10.05,河北,再乘个二才舒服,1,7549791357377334538,0.38767026537485805,再 乘个 二才 舒服
3859758734392640,青山独归远,2025.10.05,河南,这个视频放慢520倍就能看原片了[贴贴],5,7549791357377334538,0.5308203745780017,视频 放慢 520 倍 看 原片 [ 贴 贴 ]
100380379482,野鸭子,2025.10.05,四川,眨个眼就演完了[微笑],1,7549791357377334538,0.8806987816968379,眨个 眼 演完 [ 微笑 ]
748096036022654,渔推,2025.10.05,山西,你生来便是魔丸。。。,2,7549791357377334538,0.6286529977877009,生来 便是 魔丸 。 。 。
1891591339643576,这是好事啊～,2025.10.05,日本,现在1040倍速了[看],3,7549791357377334538,0.42608871913704405,1040 倍速 [ 看 ]
1997177733255928,是羽不是少羽,2025.10.05,福建,那我三倍速，岂不是1500多？,4,7549791357377334538,0.006084212372244546,三倍 速 ， 岂 1500 ？
941650759132221,萝波pp,2025.10.05,湖北,太精彩了就是有亿些细节没看明白[玫瑰],4,7549791357377334538,0.9570586791534589,太精彩 亿些 细节 没 看 明白 [ 玫瑰 ]
2696418654959800,ydfjr,2025.10.05,福建,那是不是只要把这个视频放慢520倍？那是不是就可以免费看哪吒二？,2,7549791357377334538,0.8219653246003557,视频 放慢 520 倍 ？ 免费 看 哪吒 二 ？
2311633199197308,轻绘梨衣泪沾衣,2025.10.05,山东,看看我截到了什么[憨笑],7,7549791357377334538,0.3642389471158839,截到 [ 憨笑 ]
556769006593904,Afr,2025.10.05,湖北,中大奖了,1,7549791357377334538,0.36091834184400684,中大奖
2277781221410190,春浩,2025.10.05,山东,没偷摸骂我两句吧[抱抱你],1,7549791357377334538,0.13325148198458414,没 偷摸 骂 两句 [ 抱抱 ]
740425573599484,柒柒酱,2025.10.11,河南,我中间只看见一个根深蒂固。,1,7549791357377334538,0.4033116128878731,只 一个 根深蒂固 。
3349554147894820,十 七,2025.10.05,安徽,中间放个片都没人知道,5,7549791357377334538,0.4175033662348637,放个 片 都 没人
789900907263155,止弦,2025.10.05,湖南,@礼 好看,1,7549791357377334538,0.9059992472671734,@ 礼   好看
972417292839501,孤单的人,2025.10.05,广西,1560倍看,1,7549791357377334538,0.5906894167519545,1560 倍 看
3430093174872168,এᝰꫛ一铭三金ღ,2025.10.05,河北,我是1560倍看的,2,7549791357377334538,0.5906894167519545,1560 倍 看
2628258475024548,青芙,2025.10.05,江西,好的，我也是看过哪吒二的人了[得意],3,7549791357377334538,0.9852697797574189,好 ， 看过 哪吒 二 人 [ 得意 ]
3913877036476007,人,2025.10.05,广西,那我再加快乘二呢,1,7549791357377334538,0.3280680582576181,再 加快 乘二
3610439195300792,reply-W,2025.10.05,内蒙古,,1,7549791357377334538,0.5,nan
3167007598711296,用户8112515965638,2025.10.05,新疆,你说如果我把这个视频放慢520倍，是不是就可以免费看哪吒,2,7549791357377334538,0.7565802570898662,说 视频 放慢 520 倍 ， 免费 看 哪吒
3431995477338932,万事通,2025.10.05,广东,倒放20秒[图片表情],1,7549791357377334538,0.8408060862845269,倒放 20 秒 [ 图片 表情 ]
4477637747551032,两只老虎,2025.10.05,河南,一秒多少帧，听着有点像得吃小曲,1,7549791357377334538,0.9161098120537287,一秒 帧 ， 听 有点像 吃 小曲
1151887230369838,☄️,2025.10.05,湖南,买了 孩子很喜欢吃[憨笑],1,7549791357377334538,0.9130628794574324,买   孩子 很 喜欢 吃 [ 憨笑 ]
3861963181929917,不艾跑步,2025.10.05,湖南,家人们，我终于看完了哪吒了,2,7549791357377334538,0.8904209471759765,家 ， 终于 看 完 哪吒
748096036022654,渔推,2025.10.05,山西,。。。聪明[微笑],2,7549791357377334538,0.8483187090788558,。 。 。 聪明 [ 微笑 ]
